respondent_id,question_id,ground_truth,category,gender,age_group,persona_group,occupation
R053,most_important_feature,6,general,Male,35-44,Health-Conscious Families,Professional
R054,purchase_intent,3,general,Female,45-54,Health-Conscious Families,Professional
R054,value_for_money,1,general,Female,45-54,Health-Conscious Families,Professional
R054,likeability,5,general,Female,45-54,Health-Conscious Families,Professional
R054,uniqueness,1,general,Female,45-54,Health-Conscious Families,Professional
R054,relevance,2,general,Female,45-54,Health-Conscious Families,Professional
R054,recommendation,5,general,Female,45-54,Health-Conscious Families,Professional
R054,current_meal_kit_user,2,general,Female,45-54,Health-Conscious Families,Professional
R054,most_important_feature,1,general,Female,45-54,Health-Conscious Families,Professional
R055,purchase_intent,3,general,Male,35-44,Health-Conscious Families,Sales
R055,value_for_money,5,general,Male,35-44,Health-Conscious Families,Sales
R055,likeability,2,general,Male,35-44,Health-Conscious Families,Sales
R055,uniqueness,5,general,Male,35-44,Health-Conscious Families,Sales
R055,relevance,3,general,Male,35-44,Health-Conscious Families,Sales
R055,recommendation,3,general,Male,35-44,Health-Conscious Families,Sales
R055,current_meal_kit_user,2,general,Male,35-44,Health-Conscious Families,Sales
R055,most_important_feature,3,general,Male,35-44,Health-Conscious Families,Sales
R056,purchase_intent,2,general,Female,45-54,Health-Conscious Families,Service
R056,value_for_money,3,general,Female,45-54,Health-Conscious Families,Service
R056,likeability,5,general,Female,45-54,Health-Conscious Families,Service
R056,uniqueness,3,general,Female,45-54,Health-Conscious Families,Service
R056,relevance,3,general,Female,45-54,Health-Conscious Families,Service
R056,recommendation,3,general,Female,45-54,Health-Conscious Families,Service
R056,current_meal_kit_user,2,general,Female,45-54,Health-Conscious Families,Service
R056,most_important_feature,5,general,Female,45-54,Health-Conscious Families,Service
R057,purchase_intent,1,general,Female,45-54,Health-Conscious Families,Sales
R057,value_for_money,5,general,Female,45-54,Health-Conscious Families,Sales
R057,likeability,1,general,Female,45-54,Health-Conscious Families,Sales
R057,uniqueness,5,general,Female,45-54,Health-Conscious Families,Sales
R057,relevance,1,general,Female,45-54,Health-Conscious Families,Sales
R057,recommendation,1,general,Female,45-54,Health-Conscious Families,Sales
R057,current_meal_kit_user,2,general,Female,45-54,Health-Conscious Families,Sales
R057,most_important_feature,6,general,Female,45-54,Health-Conscious Families,Sales
R058,purchase_intent,4,general,Male,35-44,Health-Conscious Families,Service
R058,value_for_money,4,general,Male,35-44,Health-Conscious Families,Service
R058,likeability,1,general,Male,35-44,Health-Conscious Families,Service
R058,uniqueness,1,general,Male,35-44,Health-Conscious Families,Service
R058,relevance,1,general,Male,35-44,Health-Conscious Families,Service
R058,recommendation,1,general,Male,35-44,Health-Conscious Families,Service
R058,current_meal_kit_user,2,general,Male,35-44,Health-Conscious Families,Service
R058,most_important_feature,4,general,Male,35-44,Health-Conscious Families,Service
R059,purchase_intent,3,general,Female,35-44,Health-Conscious Families,Sales
R059,value_for_money,2,general,Female,35-44,Health-Conscious Families,Sales
R059,likeability,4,general,Female,35-44,Health-Conscious Families,Sales
R059,uniqueness,1,general,Female,35-44,Health-Conscious Families,Sales
R059,relevance,1,general,Female,35-44,Health-Conscious Families,Sales
R059,recommendation,5,general,Female,35-44,Health-Conscious Families,Sales
R059,current_meal_kit_user,1,general,Female,35-44,Health-Conscious Families,Sales
R059,most_important_feature,1,general,Female,35-44,Health-Conscious Families,Sales
R060,purchase_intent,4,general,Male,45-54,Health-Conscious Families,Professional
R060,value_for_money,5,general,Male,45-54,Health-Conscious Families,Professional
R060,likeability,5,general,Male,45-54,Health-Conscious Families,Professional
R060,uniqueness,5,general,Male,45-54,Health-Conscious Families,Professional
R060,relevance,5,general,Male,45-54,Health-Conscious Families,Professional
R060,recommendation,1,general,Male,45-54,Health-Conscious Families,Professional
R060,current_meal_kit_user,1,general,Male,45-54,Health-Conscious Families,Professional
R060,most_important_feature,6,general,Male,45-54,Health-Conscious Families,Professional
R061,purchase_intent,5,general,Female,35-44,Health-Conscious Families,Professional
R061,value_for_money,3,general,Female,35-44,Health-Conscious Families,Professional
R061,likeability,1,general,Female,35-44,Health-Conscious Families,Professional
R061,uniqueness,1,general,Female,35-44,Health-Conscious Families,Professional
R061,relevance,1,general,Female,35-44,Health-Conscious Families,Professional
R061,recommendation,2,general,Female,35-44,Health-Conscious Families,Professional
R061,current_meal_kit_user,2,general,Female,35-44,Health-Conscious Families,Professional
R061,most_important_feature,6,general,Female,35-44,Health-Conscious Families,Professional
R062,purchase_intent,1,general,Male,35-44,Health-Conscious Families,Service
R062,value_for_money,5,general,Male,35-44,Health-Conscious Families,Service
R062,likeability,6,general,Male,35-44,Health-Conscious Families,Service
R062,uniqueness,4,general,Male,35-44,Health-Conscious Families,Service
R062,relevance,5,general,Male,35-44,Health-Conscious Families,Service
R062,recommendation,2,general,Male,35-44,Health-Conscious Families,Service
R062,current_meal_kit_user,2,general,Male,35-44,Health-Conscious Families,Service
R062,most_important_feature,3,general,Male,35-44,Health-Conscious Families,Service
R063,purchase_intent,5,general,Female,35-44,Health-Conscious Families,Professional
R063,value_for_money,3,general,Female,35-44,Health-Conscious Families,Professional
R063,likeability,6,general,Female,35-44,Health-Conscious Families,Professional
R063,uniqueness,3,general,Female,35-44,Health-Conscious Families,Professional
R063,relevance,4,general,Female,35-44,Health-Conscious Families,Professional
R063,recommendation,3,general,Female,35-44,Health-Conscious Families,Professional
R063,current_meal_kit_user,2,general,Female,35-44,Health-Conscious Families,Professional
R063,most_important_feature,5,general,Female,35-44,Health-Conscious Families,Professional
R064,purchase_intent,2,general,Male,45-54,Health-Conscious Families,Professional
R064,value_for_money,4,general,Male,45-54,Health-Conscious Families,Professional
R064,likeability,4,general,Male,45-54,Health-Conscious Families,Professional
R064,uniqueness,5,general,Male,45-54,Health-Conscious Families,Professional
R064,relevance,4,general,Male,45-54,Health-Conscious Families,Professional
R064,recommendation,3,general,Male,45-54,Health-Conscious Families,Professional
R064,current_meal_kit_user,2,general,Male,45-54,Health-Conscious Families,Professional
R064,most_important_feature,4,general,Male,45-54,Health-Conscious Families,Professional
R065,purchase_intent,5,general,Female,45-54,Health-Conscious Families,Professional
R065,value_for_money,3,general,Female,45-54,Health-Conscious Families,Professional
R065,likeability,1,general,Female,45-54,Health-Conscious Families,Professional
R065,uniqueness,5,general,Female,45-54,Health-Conscious Families,Professional
R065,relevance,5,general,Female,45-54,Health-Conscious Families,Professional
R065,recommendation,2,general,Female,45-54,Health-Conscious Families,Professional
R065,current_meal_kit_user,1,general,Female,45-54,Health-Conscious Families,Professional
R065,most_important_feature,1,general,Female,45-54,Health-Conscious Families,Professional
R066,purchase_intent,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R066,value_for_money,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R066,likeability,7,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R066,uniqueness,4,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R066,relevance,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R066,recommendation,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R066,current_meal_kit_user,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R066,most_important_feature,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R067,purchase_intent,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R067,value_for_money,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R067,likeability,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R067,uniqueness,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R067,relevance,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R067,recommendation,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R067,current_meal_kit_user,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R067,most_important_feature,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R068,purchase_intent,4,general,Female,25-34,Budget-Conscious Skeptics,Administrative
R068,value_for_money,1,general,Female,25-34,Budget-Conscious Skeptics,Administrative
R068,likeability,4,general,Female,25-34,Budget-Conscious Skeptics,Administrative
R068,uniqueness,2,general,Female,25-34,Budget-Conscious Skeptics,Administrative
R068,relevance,2,general,Female,25-34,Budget-Conscious Skeptics,Administrative
R068,recommendation,1,general,Female,25-34,Budget-Conscious Skeptics,Administrative
R068,current_meal_kit_user,1,general,Female,25-34,Budget-Conscious Skeptics,Administrative
R068,most_important_feature,1,general,Female,25-34,Budget-Conscious Skeptics,Administrative
R069,purchase_intent,3,general,Male,45-54,Budget-Conscious Skeptics,Service
R069,value_for_money,4,general,Male,45-54,Budget-Conscious Skeptics,Service
R069,likeability,6,general,Male,45-54,Budget-Conscious Skeptics,Service
R069,uniqueness,4,general,Male,45-54,Budget-Conscious Skeptics,Service
R069,relevance,2,general,Male,45-54,Budget-Conscious Skeptics,Service
R069,recommendation,4,general,Male,45-54,Budget-Conscious Skeptics,Service
R069,current_meal_kit_user,1,general,Male,45-54,Budget-Conscious Skeptics,Service
R069,most_important_feature,5,general,Male,45-54,Budget-Conscious Skeptics,Service
R070,purchase_intent,5,general,Female,25-34,Budget-Conscious Skeptics,Sales
R070,value_for_money,2,general,Female,25-34,Budget-Conscious Skeptics,Sales
R070,likeability,6,general,Female,25-34,Budget-Conscious Skeptics,Sales
R070,uniqueness,4,general,Female,25-34,Budget-Conscious Skeptics,Sales
R070,relevance,5,general,Female,25-34,Budget-Conscious Skeptics,Sales
R070,recommendation,5,general,Female,25-34,Budget-Conscious Skeptics,Sales
R070,current_meal_kit_user,2,general,Female,25-34,Budget-Conscious Skeptics,Sales
R070,most_important_feature,2,general,Female,25-34,Budget-Conscious Skeptics,Sales
R071,purchase_intent,4,general,Male,45-54,Budget-Conscious Skeptics,Service
R071,value_for_money,1,general,Male,45-54,Budget-Conscious Skeptics,Service
R071,likeability,5,general,Male,45-54,Budget-Conscious Skeptics,Service
R071,uniqueness,4,general,Male,45-54,Budget-Conscious Skeptics,Service
R071,relevance,1,general,Male,45-54,Budget-Conscious Skeptics,Service
R071,recommendation,2,general,Male,45-54,Budget-Conscious Skeptics,Service
R071,current_meal_kit_user,1,general,Male,45-54,Budget-Conscious Skeptics,Service
R071,most_important_feature,1,general,Male,45-54,Budget-Conscious Skeptics,Service
R072,purchase_intent,2,general,Male,25-34,Budget-Conscious Skeptics,Sales
R072,value_for_money,3,general,Male,25-34,Budget-Conscious Skeptics,Sales
R072,likeability,1,general,Male,25-34,Budget-Conscious Skeptics,Sales
R072,uniqueness,1,general,Male,25-34,Budget-Conscious Skeptics,Sales
R072,relevance,5,general,Male,25-34,Budget-Conscious Skeptics,Sales
R072,recommendation,2,general,Male,25-34,Budget-Conscious Skeptics,Sales
R072,current_meal_kit_user,1,general,Male,25-34,Budget-Conscious Skeptics,Sales
R072,most_important_feature,4,general,Male,25-34,Budget-Conscious Skeptics,Sales
R073,purchase_intent,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R073,value_for_money,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R073,likeability,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R073,uniqueness,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R073,relevance,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R073,recommendation,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R073,current_meal_kit_user,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R073,most_important_feature,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R074,purchase_intent,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R074,value_for_money,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R074,likeability,7,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R074,uniqueness,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R074,relevance,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R074,recommendation,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R074,current_meal_kit_user,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R074,most_important_feature,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R075,purchase_intent,3,general,Male,55-64,Budget-Conscious Skeptics,Administrative
R075,value_for_money,5,general,Male,55-64,Budget-Conscious Skeptics,Administrative
R075,likeability,6,general,Male,55-64,Budget-Conscious Skeptics,Administrative
R075,uniqueness,5,general,Male,55-64,Budget-Conscious Skeptics,Administrative
R075,relevance,1,general,Male,55-64,Budget-Conscious Skeptics,Administrative
R075,recommendation,4,general,Male,55-64,Budget-Conscious Skeptics,Administrative
R075,current_meal_kit_user,2,general,Male,55-64,Budget-Conscious Skeptics,Administrative
R075,most_important_feature,5,general,Male,55-64,Budget-Conscious Skeptics,Administrative
R076,purchase_intent,3,general,Male,55-64,Budget-Conscious Skeptics,Service
R076,value_for_money,2,general,Male,55-64,Budget-Conscious Skeptics,Service
R076,likeability,7,general,Male,55-64,Budget-Conscious Skeptics,Service
R076,uniqueness,3,general,Male,55-64,Budget-Conscious Skeptics,Service
R076,relevance,4,general,Male,55-64,Budget-Conscious Skeptics,Service
R076,recommendation,4,general,Male,55-64,Budget-Conscious Skeptics,Service
R076,current_meal_kit_user,2,general,Male,55-64,Budget-Conscious Skeptics,Service
R076,most_important_feature,6,general,Male,55-64,Budget-Conscious Skeptics,Service
R077,purchase_intent,3,general,Female,45-54,Budget-Conscious Skeptics,Sales
R077,value_for_money,1,general,Female,45-54,Budget-Conscious Skeptics,Sales
R077,likeability,4,general,Female,45-54,Budget-Conscious Skeptics,Sales
R077,uniqueness,5,general,Female,45-54,Budget-Conscious Skeptics,Sales
R077,relevance,3,general,Female,45-54,Budget-Conscious Skeptics,Sales
R077,recommendation,5,general,Female,45-54,Budget-Conscious Skeptics,Sales
R077,current_meal_kit_user,1,general,Female,45-54,Budget-Conscious Skeptics,Sales
R077,most_important_feature,5,general,Female,45-54,Budget-Conscious Skeptics,Sales
R078,purchase_intent,3,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R078,value_for_money,4,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R078,likeability,6,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R078,uniqueness,4,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R078,relevance,5,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R078,recommendation,5,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R078,current_meal_kit_user,2,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R078,most_important_feature,6,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R079,purchase_intent,3,general,Male,45-54,Budget-Conscious Skeptics,Service
R079,value_for_money,2,general,Male,45-54,Budget-Conscious Skeptics,Service
R079,likeability,4,general,Male,45-54,Budget-Conscious Skeptics,Service
R079,uniqueness,5,general,Male,45-54,Budget-Conscious Skeptics,Service
R079,relevance,4,general,Male,45-54,Budget-Conscious Skeptics,Service
R079,recommendation,4,general,Male,45-54,Budget-Conscious Skeptics,Service
R079,current_meal_kit_user,2,general,Male,45-54,Budget-Conscious Skeptics,Service
R079,most_important_feature,5,general,Male,45-54,Budget-Conscious Skeptics,Service
R080,purchase_intent,1,general,Female,25-34,Budget-Conscious Skeptics,Sales
R080,value_for_money,2,general,Female,25-34,Budget-Conscious Skeptics,Sales
R080,likeability,7,general,Female,25-34,Budget-Conscious Skeptics,Sales
R080,uniqueness,5,general,Female,25-34,Budget-Conscious Skeptics,Sales
R080,relevance,5,general,Female,25-34,Budget-Conscious Skeptics,Sales
R080,recommendation,3,general,Female,25-34,Budget-Conscious Skeptics,Sales
R080,current_meal_kit_user,2,general,Female,25-34,Budget-Conscious Skeptics,Sales
R080,most_important_feature,3,general,Female,25-34,Budget-Conscious Skeptics,Sales
R081,purchase_intent,5,general,Female,25-34,Budget-Conscious Skeptics,Service
R081,value_for_money,3,general,Female,25-34,Budget-Conscious Skeptics,Service
R081,likeability,3,general,Female,25-34,Budget-Conscious Skeptics,Service
R081,uniqueness,4,general,Female,25-34,Budget-Conscious Skeptics,Service
R081,relevance,4,general,Female,25-34,Budget-Conscious Skeptics,Service
R081,recommendation,4,general,Female,25-34,Budget-Conscious Skeptics,Service
R081,current_meal_kit_user,2,general,Female,25-34,Budget-Conscious Skeptics,Service
R081,most_important_feature,6,general,Female,25-34,Budget-Conscious Skeptics,Service
R082,purchase_intent,4,general,Male,25-34,Budget-Conscious Skeptics,Service
R082,value_for_money,2,general,Male,25-34,Budget-Conscious Skeptics,Service
R082,likeability,7,general,Male,25-34,Budget-Conscious Skeptics,Service
R082,uniqueness,1,general,Male,25-34,Budget-Conscious Skeptics,Service
R082,relevance,3,general,Male,25-34,Budget-Conscious Skeptics,Service
R082,recommendation,2,general,Male,25-34,Budget-Conscious Skeptics,Service
R082,current_meal_kit_user,2,general,Male,25-34,Budget-Conscious Skeptics,Service
R082,most_important_feature,4,general,Male,25-34,Budget-Conscious Skeptics,Service
R083,purchase_intent,3,general,Female,25-34,Budget-Conscious Skeptics,Sales
R083,value_for_money,5,general,Female,25-34,Budget-Conscious Skeptics,Sales
R083,likeability,3,general,Female,25-34,Budget-Conscious Skeptics,Sales
R083,uniqueness,4,general,Female,25-34,Budget-Conscious Skeptics,Sales
R083,relevance,3,general,Female,25-34,Budget-Conscious Skeptics,Sales
R083,recommendation,3,general,Female,25-34,Budget-Conscious Skeptics,Sales
R083,current_meal_kit_user,2,general,Female,25-34,Budget-Conscious Skeptics,Sales
R083,most_important_feature,6,general,Female,25-34,Budget-Conscious Skeptics,Sales
R084,purchase_intent,2,general,Male,45-54,Budget-Conscious Skeptics,Sales
R084,value_for_money,4,general,Male,45-54,Budget-Conscious Skeptics,Sales
R084,likeability,7,general,Male,45-54,Budget-Conscious Skeptics,Sales
R084,uniqueness,3,general,Male,45-54,Budget-Conscious Skeptics,Sales
R084,relevance,5,general,Male,45-54,Budget-Conscious Skeptics,Sales
R084,recommendation,4,general,Male,45-54,Budget-Conscious Skeptics,Sales
R084,current_meal_kit_user,1,general,Male,45-54,Budget-Conscious Skeptics,Sales
R084,most_important_feature,5,general,Male,45-54,Budget-Conscious Skeptics,Sales
R085,purchase_intent,2,general,Female,25-34,Budget-Conscious Skeptics,Sales
R085,value_for_money,5,general,Female,25-34,Budget-Conscious Skeptics,Sales
R085,likeability,7,general,Female,25-34,Budget-Conscious Skeptics,Sales
R085,uniqueness,4,general,Female,25-34,Budget-Conscious Skeptics,Sales
R085,relevance,3,general,Female,25-34,Budget-Conscious Skeptics,Sales
R085,recommendation,2,general,Female,25-34,Budget-Conscious Skeptics,Sales
R085,current_meal_kit_user,1,general,Female,25-34,Budget-Conscious Skeptics,Sales
R085,most_important_feature,5,general,Female,25-34,Budget-Conscious Skeptics,Sales
R086,purchase_intent,3,general,Male,35-44,Cooking Enthusiasts,Professional
R086,value_for_money,3,general,Male,35-44,Cooking Enthusiasts,Professional
R086,likeability,5,general,Male,35-44,Cooking Enthusiasts,Professional
R086,uniqueness,4,general,Male,35-44,Cooking Enthusiasts,Professional
R086,relevance,4,general,Male,35-44,Cooking Enthusiasts,Professional
R086,recommendation,4,general,Male,35-44,Cooking Enthusiasts,Professional
R086,current_meal_kit_user,2,general,Male,35-44,Cooking Enthusiasts,Professional
R086,most_important_feature,6,general,Male,35-44,Cooking Enthusiasts,Professional
R087,purchase_intent,4,general,Female,35-44,Cooking Enthusiasts,Creative
R087,value_for_money,5,general,Female,35-44,Cooking Enthusiasts,Creative
R087,likeability,7,general,Female,35-44,Cooking Enthusiasts,Creative
R087,uniqueness,3,general,Female,35-44,Cooking Enthusiasts,Creative
R087,relevance,4,general,Female,35-44,Cooking Enthusiasts,Creative
R087,recommendation,4,general,Female,35-44,Cooking Enthusiasts,Creative
R087,current_meal_kit_user,2,general,Female,35-44,Cooking Enthusiasts,Creative
R087,most_important_feature,2,general,Female,35-44,Cooking Enthusiasts,Creative
R088,purchase_intent,5,general,Male,35-44,Cooking Enthusiasts,Technical
R088,value_for_money,3,general,Male,35-44,Cooking Enthusiasts,Technical
R088,likeability,7,general,Male,35-44,Cooking Enthusiasts,Technical
R088,uniqueness,4,general,Male,35-44,Cooking Enthusiasts,Technical
R088,relevance,2,general,Male,35-44,Cooking Enthusiasts,Technical
R088,recommendation,5,general,Male,35-44,Cooking Enthusiasts,Technical
R088,current_meal_kit_user,2,general,Male,35-44,Cooking Enthusiasts,Technical
R088,most_important_feature,5,general,Male,35-44,Cooking Enthusiasts,Technical
R089,purchase_intent,4,general,Male,35-44,Cooking Enthusiasts,Professional
R089,value_for_money,5,general,Male,35-44,Cooking Enthusiasts,Professional
R089,likeability,5,general,Male,35-44,Cooking Enthusiasts,Professional
R089,uniqueness,1,general,Male,35-44,Cooking Enthusiasts,Professional
R089,relevance,5,general,Male,35-44,Cooking Enthusiasts,Professional
R089,recommendation,5,general,Male,35-44,Cooking Enthusiasts,Professional
R089,current_meal_kit_user,2,general,Male,35-44,Cooking Enthusiasts,Professional
R089,most_important_feature,2,general,Male,35-44,Cooking Enthusiasts,Professional
R090,purchase_intent,5,general,Female,35-44,Cooking Enthusiasts,Creative
R090,value_for_money,5,general,Female,35-44,Cooking Enthusiasts,Creative
R090,likeability,7,general,Female,35-44,Cooking Enthusiasts,Creative
R090,uniqueness,4,general,Female,35-44,Cooking Enthusiasts,Creative
R090,relevance,5,general,Female,35-44,Cooking Enthusiasts,Creative
R090,recommendation,5,general,Female,35-44,Cooking Enthusiasts,Creative
R090,current_meal_kit_user,2,general,Female,35-44,Cooking Enthusiasts,Creative
R090,most_important_feature,5,general,Female,35-44,Cooking Enthusiasts,Creative
R091,purchase_intent,2,general,Female,35-44,Cooking Enthusiasts,Creative
R091,value_for_money,3,general,Female,35-44,Cooking Enthusiasts,Creative
R091,likeability,6,general,Female,35-44,Cooking Enthusiasts,Creative
R091,uniqueness,3,general,Female,35-44,Cooking Enthusiasts,Creative
R091,relevance,3,general,Female,35-44,Cooking Enthusiasts,Creative
R091,recommendation,4,general,Female,35-44,Cooking Enthusiasts,Creative
R091,current_meal_kit_user,2,general,Female,35-44,Cooking Enthusiasts,Creative
R091,most_important_feature,4,general,Female,35-44,Cooking Enthusiasts,Creative
R092,purchase_intent,5,general,Female,45-54,Cooking Enthusiasts,Technical
R092,value_for_money,5,general,Female,45-54,Cooking Enthusiasts,Technical
R092,likeability,7,general,Female,45-54,Cooking Enthusiasts,Technical
R092,uniqueness,5,general,Female,45-54,Cooking Enthusiasts,Technical
R092,relevance,3,general,Female,45-54,Cooking Enthusiasts,Technical
R092,recommendation,5,general,Female,45-54,Cooking Enthusiasts,Technical
R092,current_meal_kit_user,1,general,Female,45-54,Cooking Enthusiasts,Technical
R092,most_important_feature,6,general,Female,45-54,Cooking Enthusiasts,Technical
R093,purchase_intent,4,general,Female,25-34,Cooking Enthusiasts,Technical
R093,value_for_money,4,general,Female,25-34,Cooking Enthusiasts,Technical
R093,likeability,6,general,Female,25-34,Cooking Enthusiasts,Technical
R093,uniqueness,4,general,Female,25-34,Cooking Enthusiasts,Technical
R093,relevance,5,general,Female,25-34,Cooking Enthusiasts,Technical
R093,recommendation,4,general,Female,25-34,Cooking Enthusiasts,Technical
R093,current_meal_kit_user,2,general,Female,25-34,Cooking Enthusiasts,Technical
R093,most_important_feature,4,general,Female,25-34,Cooking Enthusiasts,Technical
R094,purchase_intent,5,general,Male,35-44,Cooking Enthusiasts,Technical
R094,value_for_money,3,general,Male,35-44,Cooking Enthusiasts,Technical
R094,likeability,6,general,Male,35-44,Cooking Enthusiasts,Technical
R094,uniqueness,4,general,Male,35-44,Cooking Enthusiasts,Technical
R094,relevance,2,general,Male,35-44,Cooking Enthusiasts,Technical
R094,recommendation,4,general,Male,35-44,Cooking Enthusiasts,Technical
R094,current_meal_kit_user,2,general,Male,35-44,Cooking Enthusiasts,Technical
R094,most_important_feature,4,general,Male,35-44,Cooking Enthusiasts,Technical
R095,purchase_intent,4,general,Female,45-54,Cooking Enthusiasts,Creative
R095,value_for_money,2,general,Female,45-54,Cooking Enthusiasts,Creative
R095,likeability,6,general,Female,45-54,Cooking Enthusiasts,Creative
R095,uniqueness,2,general,Female,45-54,Cooking Enthusiasts,Creative
R095,relevance,1,general,Female,45-54,Cooking Enthusiasts,Creative
R095,recommendation,4,general,Female,45-54,Cooking Enthusiasts,Creative
R095,current_meal_kit_user,2,general,Female,45-54,Cooking Enthusiasts,Creative
R095,most_important_feature,4,general,Female,45-54,Cooking Enthusiasts,Creative
R096,purchase_intent,4,general,Female,25-34,Cooking Enthusiasts,Creative
R096,value_for_money,5,general,Female,25-34,Cooking Enthusiasts,Creative
R096,likeability,6,general,Female,25-34,Cooking Enthusiasts,Creative
R096,uniqueness,5,general,Female,25-34,Cooking Enthusiasts,Creative
R096,relevance,4,general,Female,25-34,Cooking Enthusiasts,Creative
R096,recommendation,4,general,Female,25-34,Cooking Enthusiasts,Creative
R096,current_meal_kit_user,2,general,Female,25-34,Cooking Enthusiasts,Creative
R096,most_important_feature,4,general,Female,25-34,Cooking Enthusiasts,Creative
R097,purchase_intent,5,general,Female,45-54,Cooking Enthusiasts,Creative
R097,value_for_money,3,general,Female,45-54,Cooking Enthusiasts,Creative
R097,likeability,3,general,Female,45-54,Cooking Enthusiasts,Creative
R097,uniqueness,4,general,Female,45-54,Cooking Enthusiasts,Creative
R097,relevance,3,general,Female,45-54,Cooking Enthusiasts,Creative
R097,recommendation,3,general,Female,45-54,Cooking Enthusiasts,Creative
R097,current_meal_kit_user,2,general,Female,45-54,Cooking Enthusiasts,Creative
R097,most_important_feature,5,general,Female,45-54,Cooking Enthusiasts,Creative
R098,purchase_intent,5,general,Male,35-44,Cooking Enthusiasts,Professional
R098,value_for_money,5,general,Male,35-44,Cooking Enthusiasts,Professional
R098,likeability,5,general,Male,35-44,Cooking Enthusiasts,Professional
R098,uniqueness,5,general,Male,35-44,Cooking Enthusiasts,Professional
R098,relevance,3,general,Male,35-44,Cooking Enthusiasts,Professional
R098,recommendation,3,general,Male,35-44,Cooking Enthusiasts,Professional
R098,current_meal_kit_user,2,general,Male,35-44,Cooking Enthusiasts,Professional
R098,most_important_feature,5,general,Male,35-44,Cooking Enthusiasts,Professional
R099,purchase_intent,3,general,Female,25-34,Cooking Enthusiasts,Professional
R099,value_for_money,4,general,Female,25-34,Cooking Enthusiasts,Professional
R099,likeability,3,general,Female,25-34,Cooking Enthusiasts,Professional
R099,uniqueness,3,general,Female,25-34,Cooking Enthusiasts,Professional
R099,relevance,5,general,Female,25-34,Cooking Enthusiasts,Professional
R099,recommendation,5,general,Female,25-34,Cooking Enthusiasts,Professional
R099,current_meal_kit_user,2,general,Female,25-34,Cooking Enthusiasts,Professional
R099,most_important_feature,3,general,Female,25-34,Cooking Enthusiasts,Professional
R100,purchase_intent,4,general,Male,25-34,Cooking Enthusiasts,Professional
R100,value_for_money,3,general,Male,25-34,Cooking Enthusiasts,Professional
R100,likeability,6,general,Male,25-34,Cooking Enthusiasts,Professional
R100,uniqueness,4,general,Male,25-34,Cooking Enthusiasts,Professional
R100,relevance,4,general,Male,25-34,Cooking Enthusiasts,Professional
R100,recommendation,5,general,Male,25-34,Cooking Enthusiasts,Professional
R100,current_meal_kit_user,2,general,Male,25-34,Cooking Enthusiasts,Professional
R100,most_important_feature,6,general,Male,25-34,Cooking Enthusiasts,Professional
