respondent_id,question_id,ground_truth,gender,age_group,persona_group,occupation
R026,q7_believability,5,Male,45-54,Frequent Players - Tech Savvy,Manager
R026,q8_understanding,4,Male,45-54,Frequent Players - Tech Savvy,Manager
R026,q9_trust,5,Male,45-54,Frequent Players - Tech Savvy,Manager
R026,q10_recommendation,4,Male,45-54,Frequent Players - Tech Savvy,Manager
R026,q11_feature_importance,3,Male,45-54,Frequent Players - Tech Savvy,Manager
R026,q12_current_lottery_play,2,Male,45-54,Frequent Players - Tech Savvy,Manager
R026,q13_price_preference,4,Male,45-54,Frequent Players - Tech Savvy,Manager
R026,q14_usage_frequency,6,Male,45-54,Frequent Players - Tech Savvy,Manager
R027,q1_purchase_intent,4,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q2_uniqueness,4,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q3_value_for_money,3,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q4_likeability,3,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q5_relevance,5,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q6_excitement,1,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q7_believability,5,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q8_understanding,2,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q9_trust,3,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q10_recommendation,3,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q11_feature_importance,4,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q12_current_lottery_play,2,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q13_price_preference,1,Male,25-34,Frequent Players - Tech Savvy,Manager
R027,q14_usage_frequency,2,Male,25-34,Frequent Players - Tech Savvy,Manager
R028,q1_purchase_intent,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q2_uniqueness,1,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q3_value_for_money,5,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q4_likeability,5,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q5_relevance,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q6_excitement,4,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q7_believability,4,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q8_understanding,6,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q9_trust,3,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q10_recommendation,5,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q11_feature_importance,3,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q12_current_lottery_play,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q13_price_preference,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R028,q14_usage_frequency,5,Female,25-34,Frequent Players - Tech Savvy,Manager
R029,q1_purchase_intent,3,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q2_uniqueness,2,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q3_value_for_money,3,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q4_likeability,1,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q5_relevance,3,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q6_excitement,1,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q7_believability,3,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q8_understanding,4,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q9_trust,1,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q10_recommendation,5,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q11_feature_importance,5,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q12_current_lottery_play,2,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q13_price_preference,2,Male,35-44,Frequent Players - Tech Savvy,Manager
R029,q14_usage_frequency,5,Male,35-44,Frequent Players - Tech Savvy,Manager
R030,q1_purchase_intent,3,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q2_uniqueness,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q3_value_for_money,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q4_likeability,7,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q5_relevance,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q6_excitement,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q7_believability,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q8_understanding,6,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q9_trust,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q10_recommendation,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q11_feature_importance,7,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q12_current_lottery_play,1,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q13_price_preference,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R030,q14_usage_frequency,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q1_purchase_intent,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q2_uniqueness,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q3_value_for_money,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q4_likeability,7,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q5_relevance,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q6_excitement,3,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q7_believability,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q8_understanding,1,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q9_trust,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q10_recommendation,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q11_feature_importance,6,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q12_current_lottery_play,1,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q13_price_preference,3,Female,45-54,Frequent Players - Tech Savvy,Manager
R031,q14_usage_frequency,6,Female,45-54,Frequent Players - Tech Savvy,Manager
R032,q1_purchase_intent,1,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q2_uniqueness,5,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q3_value_for_money,3,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q4_likeability,4,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q5_relevance,5,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q6_excitement,2,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q7_believability,4,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q8_understanding,5,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q9_trust,5,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q10_recommendation,4,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q11_feature_importance,5,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q12_current_lottery_play,2,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q13_price_preference,4,Male,35-44,Frequent Players - Tech Savvy,Technical
R032,q14_usage_frequency,6,Male,35-44,Frequent Players - Tech Savvy,Technical
R033,q1_purchase_intent,1,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q2_uniqueness,5,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q3_value_for_money,1,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q4_likeability,7,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q5_relevance,1,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q6_excitement,1,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q7_believability,4,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q8_understanding,7,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q9_trust,4,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q10_recommendation,4,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q11_feature_importance,1,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q12_current_lottery_play,1,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q13_price_preference,1,Female,45-54,Frequent Players - Tech Savvy,Technical
R033,q14_usage_frequency,1,Female,45-54,Frequent Players - Tech Savvy,Technical
R034,q1_purchase_intent,5,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q2_uniqueness,3,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q3_value_for_money,3,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q4_likeability,3,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q5_relevance,3,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q6_excitement,1,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q7_believability,1,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q8_understanding,6,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q9_trust,2,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q10_recommendation,1,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q11_feature_importance,3,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q12_current_lottery_play,2,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q13_price_preference,2,Female,25-34,Frequent Players - Tech Savvy,Technical
R034,q14_usage_frequency,5,Female,25-34,Frequent Players - Tech Savvy,Technical
R035,q1_purchase_intent,5,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q2_uniqueness,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q3_value_for_money,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q4_likeability,5,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q5_relevance,5,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q6_excitement,3,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q7_believability,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q8_understanding,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q9_trust,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q10_recommendation,2,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q11_feature_importance,7,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q12_current_lottery_play,2,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q13_price_preference,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R035,q14_usage_frequency,6,Male,25-34,Frequent Players - Tech Savvy,Technical
R036,q1_purchase_intent,4,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q2_uniqueness,4,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q3_value_for_money,5,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q4_likeability,2,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q5_relevance,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q6_excitement,2,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q7_believability,4,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q8_understanding,2,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q9_trust,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q10_recommendation,2,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q11_feature_importance,4,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q12_current_lottery_play,1,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q13_price_preference,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R036,q14_usage_frequency,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R037,q1_purchase_intent,1,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q2_uniqueness,3,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q3_value_for_money,2,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q4_likeability,5,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q5_relevance,3,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q6_excitement,2,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q7_believability,3,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q8_understanding,3,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q9_trust,5,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q10_recommendation,3,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q11_feature_importance,1,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q12_current_lottery_play,2,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q13_price_preference,4,Male,25-34,Frequent Players - Tech Savvy,Professional
R037,q14_usage_frequency,2,Male,25-34,Frequent Players - Tech Savvy,Professional
R038,q1_purchase_intent,3,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q2_uniqueness,2,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q3_value_for_money,3,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q4_likeability,2,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q5_relevance,5,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q6_excitement,5,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q7_believability,4,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q8_understanding,5,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q9_trust,3,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q10_recommendation,4,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q11_feature_importance,4,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q12_current_lottery_play,2,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q13_price_preference,2,Male,35-44,Frequent Players - Tech Savvy,Technical
R038,q14_usage_frequency,5,Male,35-44,Frequent Players - Tech Savvy,Technical
R039,q1_purchase_intent,1,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q2_uniqueness,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q3_value_for_money,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q4_likeability,1,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q5_relevance,4,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q6_excitement,1,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q7_believability,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q8_understanding,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q9_trust,2,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q10_recommendation,1,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q11_feature_importance,1,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q12_current_lottery_play,1,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q13_price_preference,2,Male,35-44,Frequent Players - Tech Savvy,Professional
R039,q14_usage_frequency,5,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q1_purchase_intent,5,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q2_uniqueness,4,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q3_value_for_money,4,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q4_likeability,6,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q5_relevance,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q6_excitement,5,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q7_believability,5,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q8_understanding,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q9_trust,5,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q10_recommendation,4,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q11_feature_importance,7,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q12_current_lottery_play,2,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q13_price_preference,3,Male,35-44,Frequent Players - Tech Savvy,Professional
R040,q14_usage_frequency,2,Male,35-44,Frequent Players - Tech Savvy,Professional
R041,q1_purchase_intent,4,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q2_uniqueness,2,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q3_value_for_money,5,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q4_likeability,6,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q5_relevance,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q6_excitement,4,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q7_believability,4,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q8_understanding,2,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q9_trust,4,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q10_recommendation,4,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q11_feature_importance,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q12_current_lottery_play,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q13_price_preference,4,Male,25-34,Frequent Players - Tech Savvy,Technical
R041,q14_usage_frequency,4,Male,25-34,Frequent Players - Tech Savvy,Technical
R042,q1_purchase_intent,2,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q2_uniqueness,3,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q3_value_for_money,3,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q4_likeability,7,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q5_relevance,2,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q6_excitement,2,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q7_believability,2,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q8_understanding,1,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q9_trust,2,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q10_recommendation,4,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q11_feature_importance,3,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q12_current_lottery_play,1,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q13_price_preference,4,Female,35-44,Frequent Players - Tech Savvy,Professional
R042,q14_usage_frequency,6,Female,35-44,Frequent Players - Tech Savvy,Professional
R043,q1_purchase_intent,2,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q2_uniqueness,3,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q3_value_for_money,5,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q4_likeability,1,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q5_relevance,3,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q6_excitement,5,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q7_believability,4,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q8_understanding,6,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q9_trust,1,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q10_recommendation,4,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q11_feature_importance,7,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q12_current_lottery_play,2,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q13_price_preference,2,Female,35-44,Frequent Players - Tech Savvy,Technical
R043,q14_usage_frequency,2,Female,35-44,Frequent Players - Tech Savvy,Technical
R044,q1_purchase_intent,5,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q2_uniqueness,3,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q3_value_for_money,4,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q4_likeability,5,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q5_relevance,5,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q6_excitement,5,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q7_believability,3,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q8_understanding,1,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q9_trust,3,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q10_recommendation,5,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q11_feature_importance,4,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q12_current_lottery_play,2,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q13_price_preference,2,Male,35-44,Frequent Players - Tech Savvy,Manager
R044,q14_usage_frequency,5,Male,35-44,Frequent Players - Tech Savvy,Manager
R045,q1_purchase_intent,2,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q2_uniqueness,3,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q3_value_for_money,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q4_likeability,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q5_relevance,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q6_excitement,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q7_believability,2,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q8_understanding,7,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q9_trust,2,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q10_recommendation,1,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q11_feature_importance,2,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q12_current_lottery_play,2,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q13_price_preference,2,Female,45-54,Frequent Players - Tech Savvy,Manager
R045,q14_usage_frequency,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R046,q1_purchase_intent,2,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q2_uniqueness,3,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q3_value_for_money,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q4_likeability,3,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q5_relevance,5,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q6_excitement,5,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q7_believability,5,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q8_understanding,3,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q9_trust,5,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q10_recommendation,3,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q11_feature_importance,7,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q12_current_lottery_play,1,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q13_price_preference,2,Male,25-34,Frequent Players - Tech Savvy,Technical
R046,q14_usage_frequency,4,Male,25-34,Frequent Players - Tech Savvy,Technical
R047,q1_purchase_intent,5,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q2_uniqueness,5,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q3_value_for_money,4,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q4_likeability,7,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q5_relevance,4,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q6_excitement,3,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q7_believability,5,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q8_understanding,4,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q9_trust,4,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q10_recommendation,4,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q11_feature_importance,6,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q12_current_lottery_play,2,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q13_price_preference,3,Female,45-54,Frequent Players - Tech Savvy,Technical
R047,q14_usage_frequency,6,Female,45-54,Frequent Players - Tech Savvy,Technical
R048,q1_purchase_intent,3,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q2_uniqueness,4,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q3_value_for_money,3,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q4_likeability,4,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q5_relevance,4,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q6_excitement,5,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q7_believability,2,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q8_understanding,6,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q9_trust,5,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q10_recommendation,3,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q11_feature_importance,7,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q12_current_lottery_play,2,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q13_price_preference,2,Male,25-34,Frequent Players - Tech Savvy,Professional
R048,q14_usage_frequency,5,Male,25-34,Frequent Players - Tech Savvy,Professional
R049,q1_purchase_intent,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q2_uniqueness,5,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q3_value_for_money,5,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q4_likeability,5,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q5_relevance,3,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q6_excitement,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q7_believability,3,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q8_understanding,6,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q9_trust,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q10_recommendation,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q11_feature_importance,3,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q12_current_lottery_play,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q13_price_preference,2,Female,25-34,Frequent Players - Tech Savvy,Manager
R049,q14_usage_frequency,4,Female,25-34,Frequent Players - Tech Savvy,Manager
R050,q1_purchase_intent,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q2_uniqueness,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q3_value_for_money,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q4_likeability,7,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q5_relevance,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q6_excitement,3,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q7_believability,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q8_understanding,6,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q9_trust,5,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q10_recommendation,2,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q11_feature_importance,6,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q12_current_lottery_play,2,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q13_price_preference,4,Female,45-54,Frequent Players - Tech Savvy,Manager
R050,q14_usage_frequency,4,Female,45-54,Frequent Players - Tech Savvy,Manager
