respondent_id,question_id,ground_truth,category,gender,age_group,persona_group,occupation
R034,ad_value,4,ad_supported_service,Male,35-44,Balanced Value Seekers,Sales
R034,ad_satisfaction,3,ad_supported_service,Male,35-44,Balanced Value Seekers,Sales
R034,ad_recommendation,4,ad_supported_service,Male,35-44,Balanced Value Seekers,Sales
R034,service_preference,7,comparison,Male,35-44,Balanced Value Seekers,Sales
R034,willingness_to_pay,4,comparison,Male,35-44,Balanced Value Seekers,Sales
R035,sub_purchase_intent,4,subscription_service,Female,35-44,Balanced Value Seekers,Service
R035,sub_value,4,subscription_service,Female,35-44,Balanced Value Seekers,Service
R035,sub_satisfaction,4,subscription_service,Female,35-44,Balanced Value Seekers,Service
R035,sub_recommendation,4,subscription_service,Female,35-44,Balanced Value Seekers,Service
R035,ad_purchase_intent,3,ad_supported_service,Female,35-44,Balanced Value Seekers,Service
R035,ad_value,4,ad_supported_service,Female,35-44,Balanced Value Seekers,Service
R035,ad_satisfaction,5,ad_supported_service,Female,35-44,Balanced Value Seekers,Service
R035,ad_recommendation,5,ad_supported_service,Female,35-44,Balanced Value Seekers,Service
R035,service_preference,5,comparison,Female,35-44,Balanced Value Seekers,Service
R035,willingness_to_pay,7,comparison,Female,35-44,Balanced Value Seekers,Service
R036,sub_purchase_intent,4,subscription_service,Male,45-54,Balanced Value Seekers,Service
R036,sub_value,3,subscription_service,Male,45-54,Balanced Value Seekers,Service
R036,sub_satisfaction,2,subscription_service,Male,45-54,Balanced Value Seekers,Service
R036,sub_recommendation,1,subscription_service,Male,45-54,Balanced Value Seekers,Service
R036,ad_purchase_intent,2,ad_supported_service,Male,45-54,Balanced Value Seekers,Service
R036,ad_value,3,ad_supported_service,Male,45-54,Balanced Value Seekers,Service
R036,ad_satisfaction,5,ad_supported_service,Male,45-54,Balanced Value Seekers,Service
R036,ad_recommendation,3,ad_supported_service,Male,45-54,Balanced Value Seekers,Service
R036,service_preference,7,comparison,Male,45-54,Balanced Value Seekers,Service
R036,willingness_to_pay,6,comparison,Male,45-54,Balanced Value Seekers,Service
R037,sub_purchase_intent,2,subscription_service,Male,45-54,Balanced Value Seekers,Service
R037,sub_value,5,subscription_service,Male,45-54,Balanced Value Seekers,Service
R037,sub_satisfaction,5,subscription_service,Male,45-54,Balanced Value Seekers,Service
R037,sub_recommendation,5,subscription_service,Male,45-54,Balanced Value Seekers,Service
R037,ad_purchase_intent,5,ad_supported_service,Male,45-54,Balanced Value Seekers,Service
R037,ad_value,5,ad_supported_service,Male,45-54,Balanced Value Seekers,Service
R037,ad_satisfaction,4,ad_supported_service,Male,45-54,Balanced Value Seekers,Service
R037,ad_recommendation,4,ad_supported_service,Male,45-54,Balanced Value Seekers,Service
R037,service_preference,7,comparison,Male,45-54,Balanced Value Seekers,Service
R037,willingness_to_pay,2,comparison,Male,45-54,Balanced Value Seekers,Service
R038,sub_purchase_intent,5,subscription_service,Female,45-54,Balanced Value Seekers,Professional
R038,sub_value,2,subscription_service,Female,45-54,Balanced Value Seekers,Professional
R038,sub_satisfaction,3,subscription_service,Female,45-54,Balanced Value Seekers,Professional
R038,sub_recommendation,3,subscription_service,Female,45-54,Balanced Value Seekers,Professional
R038,ad_purchase_intent,3,ad_supported_service,Female,45-54,Balanced Value Seekers,Professional
R038,ad_value,4,ad_supported_service,Female,45-54,Balanced Value Seekers,Professional
R038,ad_satisfaction,1,ad_supported_service,Female,45-54,Balanced Value Seekers,Professional
R038,ad_recommendation,2,ad_supported_service,Female,45-54,Balanced Value Seekers,Professional
R038,service_preference,2,comparison,Female,45-54,Balanced Value Seekers,Professional
R038,willingness_to_pay,1,comparison,Female,45-54,Balanced Value Seekers,Professional
R039,sub_purchase_intent,5,subscription_service,Male,45-54,Balanced Value Seekers,Professional
R039,sub_value,2,subscription_service,Male,45-54,Balanced Value Seekers,Professional
R039,sub_satisfaction,1,subscription_service,Male,45-54,Balanced Value Seekers,Professional
R039,sub_recommendation,2,subscription_service,Male,45-54,Balanced Value Seekers,Professional
R039,ad_purchase_intent,2,ad_supported_service,Male,45-54,Balanced Value Seekers,Professional
R039,ad_value,4,ad_supported_service,Male,45-54,Balanced Value Seekers,Professional
R039,ad_satisfaction,2,ad_supported_service,Male,45-54,Balanced Value Seekers,Professional
R039,ad_recommendation,4,ad_supported_service,Male,45-54,Balanced Value Seekers,Professional
R039,service_preference,1,comparison,Male,45-54,Balanced Value Seekers,Professional
R039,willingness_to_pay,5,comparison,Male,45-54,Balanced Value Seekers,Professional
R040,sub_purchase_intent,1,subscription_service,Male,35-44,Balanced Value Seekers,Professional
R040,sub_value,3,subscription_service,Male,35-44,Balanced Value Seekers,Professional
R040,sub_satisfaction,3,subscription_service,Male,35-44,Balanced Value Seekers,Professional
R040,sub_recommendation,2,subscription_service,Male,35-44,Balanced Value Seekers,Professional
R040,ad_purchase_intent,3,ad_supported_service,Male,35-44,Balanced Value Seekers,Professional
R040,ad_value,1,ad_supported_service,Male,35-44,Balanced Value Seekers,Professional
R040,ad_satisfaction,3,ad_supported_service,Male,35-44,Balanced Value Seekers,Professional
R040,ad_recommendation,1,ad_supported_service,Male,35-44,Balanced Value Seekers,Professional
R040,service_preference,4,comparison,Male,35-44,Balanced Value Seekers,Professional
R040,willingness_to_pay,4,comparison,Male,35-44,Balanced Value Seekers,Professional
R041,sub_purchase_intent,2,subscription_service,Male,35-44,Balanced Value Seekers,Professional
R041,sub_value,5,subscription_service,Male,35-44,Balanced Value Seekers,Professional
R041,sub_satisfaction,4,subscription_service,Male,35-44,Balanced Value Seekers,Professional
R041,sub_recommendation,5,subscription_service,Male,35-44,Balanced Value Seekers,Professional
R041,ad_purchase_intent,4,ad_supported_service,Male,35-44,Balanced Value Seekers,Professional
R041,ad_value,5,ad_supported_service,Male,35-44,Balanced Value Seekers,Professional
R041,ad_satisfaction,3,ad_supported_service,Male,35-44,Balanced Value Seekers,Professional
R041,ad_recommendation,4,ad_supported_service,Male,35-44,Balanced Value Seekers,Professional
R041,service_preference,6,comparison,Male,35-44,Balanced Value Seekers,Professional
R041,willingness_to_pay,7,comparison,Male,35-44,Balanced Value Seekers,Professional
R042,sub_purchase_intent,5,subscription_service,Male,35-44,Balanced Value Seekers,Service
R042,sub_value,4,subscription_service,Male,35-44,Balanced Value Seekers,Service
R042,sub_satisfaction,4,subscription_service,Male,35-44,Balanced Value Seekers,Service
R042,sub_recommendation,5,subscription_service,Male,35-44,Balanced Value Seekers,Service
R042,ad_purchase_intent,5,ad_supported_service,Male,35-44,Balanced Value Seekers,Service
R042,ad_value,5,ad_supported_service,Male,35-44,Balanced Value Seekers,Service
R042,ad_satisfaction,5,ad_supported_service,Male,35-44,Balanced Value Seekers,Service
R042,ad_recommendation,1,ad_supported_service,Male,35-44,Balanced Value Seekers,Service
R042,service_preference,7,comparison,Male,35-44,Balanced Value Seekers,Service
R042,willingness_to_pay,6,comparison,Male,35-44,Balanced Value Seekers,Service
R043,sub_purchase_intent,5,subscription_service,Female,35-44,Balanced Value Seekers,Professional
R043,sub_value,4,subscription_service,Female,35-44,Balanced Value Seekers,Professional
R043,sub_satisfaction,4,subscription_service,Female,35-44,Balanced Value Seekers,Professional
R043,sub_recommendation,5,subscription_service,Female,35-44,Balanced Value Seekers,Professional
R043,ad_purchase_intent,4,ad_supported_service,Female,35-44,Balanced Value Seekers,Professional
R043,ad_value,3,ad_supported_service,Female,35-44,Balanced Value Seekers,Professional
R043,ad_satisfaction,5,ad_supported_service,Female,35-44,Balanced Value Seekers,Professional
R043,ad_recommendation,1,ad_supported_service,Female,35-44,Balanced Value Seekers,Professional
R043,service_preference,5,comparison,Female,35-44,Balanced Value Seekers,Professional
R043,willingness_to_pay,7,comparison,Female,35-44,Balanced Value Seekers,Professional
R044,sub_purchase_intent,2,subscription_service,Male,55-64,Casual Viewers,Service
R044,sub_value,1,subscription_service,Male,55-64,Casual Viewers,Service
R044,sub_satisfaction,1,subscription_service,Male,55-64,Casual Viewers,Service
R044,sub_recommendation,5,subscription_service,Male,55-64,Casual Viewers,Service
R044,ad_purchase_intent,1,ad_supported_service,Male,55-64,Casual Viewers,Service
R044,ad_value,3,ad_supported_service,Male,55-64,Casual Viewers,Service
R044,ad_satisfaction,1,ad_supported_service,Male,55-64,Casual Viewers,Service
R044,ad_recommendation,1,ad_supported_service,Male,55-64,Casual Viewers,Service
R044,service_preference,3,comparison,Male,55-64,Casual Viewers,Service
R044,willingness_to_pay,1,comparison,Male,55-64,Casual Viewers,Service
R045,sub_purchase_intent,4,subscription_service,Female,65+,Casual Viewers,Sales
R045,sub_value,4,subscription_service,Female,65+,Casual Viewers,Sales
R045,sub_satisfaction,5,subscription_service,Female,65+,Casual Viewers,Sales
R045,sub_recommendation,4,subscription_service,Female,65+,Casual Viewers,Sales
R045,ad_purchase_intent,4,ad_supported_service,Female,65+,Casual Viewers,Sales
R045,ad_value,4,ad_supported_service,Female,65+,Casual Viewers,Sales
R045,ad_satisfaction,5,ad_supported_service,Female,65+,Casual Viewers,Sales
R045,ad_recommendation,5,ad_supported_service,Female,65+,Casual Viewers,Sales
R045,service_preference,3,comparison,Female,65+,Casual Viewers,Sales
R045,willingness_to_pay,7,comparison,Female,65+,Casual Viewers,Sales
R046,sub_purchase_intent,2,subscription_service,Male,55-64,Casual Viewers,Retired
R046,sub_value,5,subscription_service,Male,55-64,Casual Viewers,Retired
R046,sub_satisfaction,2,subscription_service,Male,55-64,Casual Viewers,Retired
R046,sub_recommendation,2,subscription_service,Male,55-64,Casual Viewers,Retired
R046,ad_purchase_intent,5,ad_supported_service,Male,55-64,Casual Viewers,Retired
R046,ad_value,5,ad_supported_service,Male,55-64,Casual Viewers,Retired
R046,ad_satisfaction,5,ad_supported_service,Male,55-64,Casual Viewers,Retired
R046,ad_recommendation,5,ad_supported_service,Male,55-64,Casual Viewers,Retired
R046,service_preference,3,comparison,Male,55-64,Casual Viewers,Retired
R046,willingness_to_pay,4,comparison,Male,55-64,Casual Viewers,Retired
R047,sub_purchase_intent,3,subscription_service,Female,45-54,Casual Viewers,Service
R047,sub_value,2,subscription_service,Female,45-54,Casual Viewers,Service
R047,sub_satisfaction,5,subscription_service,Female,45-54,Casual Viewers,Service
R047,sub_recommendation,4,subscription_service,Female,45-54,Casual Viewers,Service
R047,ad_purchase_intent,4,ad_supported_service,Female,45-54,Casual Viewers,Service
R047,ad_value,3,ad_supported_service,Female,45-54,Casual Viewers,Service
R047,ad_satisfaction,4,ad_supported_service,Female,45-54,Casual Viewers,Service
R047,ad_recommendation,2,ad_supported_service,Female,45-54,Casual Viewers,Service
R047,service_preference,4,comparison,Female,45-54,Casual Viewers,Service
R047,willingness_to_pay,7,comparison,Female,45-54,Casual Viewers,Service
R048,sub_purchase_intent,3,subscription_service,Male,65+,Casual Viewers,Service
R048,sub_value,2,subscription_service,Male,65+,Casual Viewers,Service
R048,sub_satisfaction,4,subscription_service,Male,65+,Casual Viewers,Service
R048,sub_recommendation,5,subscription_service,Male,65+,Casual Viewers,Service
R048,ad_purchase_intent,4,ad_supported_service,Male,65+,Casual Viewers,Service
R048,ad_value,5,ad_supported_service,Male,65+,Casual Viewers,Service
R048,ad_satisfaction,5,ad_supported_service,Male,65+,Casual Viewers,Service
R048,ad_recommendation,1,ad_supported_service,Male,65+,Casual Viewers,Service
R048,service_preference,3,comparison,Male,65+,Casual Viewers,Service
R048,willingness_to_pay,6,comparison,Male,65+,Casual Viewers,Service
R049,sub_purchase_intent,4,subscription_service,Female,45-54,Casual Viewers,Service
R049,sub_value,2,subscription_service,Female,45-54,Casual Viewers,Service
R049,sub_satisfaction,1,subscription_service,Female,45-54,Casual Viewers,Service
R049,sub_recommendation,1,subscription_service,Female,45-54,Casual Viewers,Service
R049,ad_purchase_intent,1,ad_supported_service,Female,45-54,Casual Viewers,Service
R049,ad_value,1,ad_supported_service,Female,45-54,Casual Viewers,Service
R049,ad_satisfaction,4,ad_supported_service,Female,45-54,Casual Viewers,Service
R049,ad_recommendation,4,ad_supported_service,Female,45-54,Casual Viewers,Service
R049,service_preference,1,comparison,Female,45-54,Casual Viewers,Service
R049,willingness_to_pay,5,comparison,Female,45-54,Casual Viewers,Service
R050,sub_purchase_intent,3,subscription_service,Male,45-54,Casual Viewers,Service
R050,sub_value,3,subscription_service,Male,45-54,Casual Viewers,Service
R050,sub_satisfaction,4,subscription_service,Male,45-54,Casual Viewers,Service
R050,sub_recommendation,1,subscription_service,Male,45-54,Casual Viewers,Service
R050,ad_purchase_intent,2,ad_supported_service,Male,45-54,Casual Viewers,Service
R050,ad_value,1,ad_supported_service,Male,45-54,Casual Viewers,Service
R050,ad_satisfaction,3,ad_supported_service,Male,45-54,Casual Viewers,Service
R050,ad_recommendation,1,ad_supported_service,Male,45-54,Casual Viewers,Service
R050,service_preference,3,comparison,Male,45-54,Casual Viewers,Service
R050,willingness_to_pay,2,comparison,Male,45-54,Casual Viewers,Service
